"region_id","day","region","label","x_in_crop","y_in_crop","x_in_source","y_in_source"
"day-12-region-1","12","1","live","70.19","51.44","200.19","61.44"
"day-12-region-1","12","1","live","73.19","53.44","203.19","63.44"
"day-12-region-1","12","1","live","75.94","50.69","205.94","60.69"
"day-12-region-1","12","1","live","67.19","51.31","197.19","61.31"
"day-12-region-1","12","1","live","80.94","41.69","210.94","51.69"
"day-12-region-1","12","1","live","83.94","30.69","213.94","40.69"
"day-12-region-1","12","1","live","88.94","26.19","218.94","36.19"
"day-12-region-1","12","1","live","88.94","33.44","218.94","43.44"
"day-12-region-1","12","1","live","77.81","33.44","207.81","43.44"
"day-12-region-1","12","1","live","74.69","30.44","204.69","40.44"
"day-12-region-1","12","1","live","71.81","23.56","201.81","33.56"
"day-12-region-1","12","1","live","78.31","23.81","208.31","33.81"
"day-12-region-1","12","1","live","58.81","16.06","188.81","26.06"
"day-12-region-1","12","1","live","63.44","15.19","193.44","25.19"
"day-12-region-1","12","1","live","71.94","13.06","201.94","23.06"
"day-12-region-1","12","1","live","82.69","21.69","212.69","31.69"
"day-12-region-1","12","1","live","44.44","34.56","174.44","44.56"
"day-12-region-1","12","1","live","56.19","66.81","186.19","76.81"
"day-12-region-1","12","1","live","69.56","79.19","199.56","89.19"
"day-12-region-1","12","1","live","78.69","56.19","208.69","66.19"
"day-12-region-1","12","1","live","3.56","1.56","133.56","11.56"
"day-12-region-1","12","1","live","6.31","6.94","136.31","16.94"
"day-12-region-1","12","1","live","50.44","9.06","180.44","19.06"
"day-12-region-1","12","1","live","59.31","4.81","189.31","14.81"
"day-12-region-1","12","1","live","89.69","11.94","219.69","21.94"
"day-12-region-1","12","1","live","46.56","37.06","176.56","47.06"
"day-12-region-1","12","1","dead","79.56","81.69","209.56","91.69"
"day-12-region-1","12","1","dead","48.56","55.19","178.56","65.19"
"day-12-region-1","12","1","dead","42.56","47.81","172.56","57.81"
"day-12-region-1","12","1","dead","15.44","42.56","145.44","52.56"
"day-12-region-1","12","1","dead","28.56","32.44","158.56","42.44"
"day-12-region-1","12","1","dead","34.31","27.19","164.31","37.19"
"day-12-region-1","12","1","dead","61.69","18.19","191.69","28.19"
"day-12-region-1","12","1","dead","34.06","2.94","164.06","12.94"
"day-12-region-1","12","1","dead","85.56","81.56","215.56","91.56"
"day-12-region-1","12","1","ambiguous","58.56","55.06","188.56","65.06"
"day-12-region-1","12","1","ambiguous","52.81","58.31","182.81","68.31"
"day-12-region-1","12","1","live","39.44","43.81","169.44","53.81"
"day-12-region-1","12","1","live","43.81","42.94","173.81","52.94"
"day-12-region-1","12","1","live","89.06","30.19","219.06","40.19"
"day-12-region-2","12","2","live","32.44","83.56","32.44","193.56"
"day-12-region-2","12","2","live","44.44","83.06","44.44","193.06"
"day-12-region-2","12","2","live","28.69","71.06","28.69","181.06"
"day-12-region-2","12","2","live","24.56","64.44","24.56","174.44"
"day-12-region-2","12","2","live","8.69","68.94","8.69","178.94"
"day-12-region-2","12","2","live","27.56","58.31","27.56","168.31"
"day-12-region-2","12","2","live","30.94","56.56","30.94","166.56"
"day-12-region-2","12","2","live","32.81","64.06","32.81","174.06"
"day-12-region-2","12","2","live","38.19","73.56","38.19","183.56"
"day-12-region-2","12","2","live","43.81","74.06","43.81","184.06"
"day-12-region-2","12","2","live","40.81","75.94","40.81","185.94"
"day-12-region-2","12","2","live","51.94","68.44","51.94","178.44"
"day-12-region-2","12","2","live","57.44","67.44","57.44","177.44"
"day-12-region-2","12","2","live","54.56","65.31","54.56","175.31"
"day-12-region-2","12","2","live","68.44","71.69","68.44","181.69"
"day-12-region-2","12","2","live","65.81","76.19","65.81","186.19"
"day-12-region-2","12","2","live","68.81","77.81","68.81","187.81"
"day-12-region-2","12","2","live","69.31","60.56","69.31","170.56"
"day-12-region-2","12","2","live","53.44","58.94","53.44","168.94"
"day-12-region-2","12","2","live","56.06","55.56","56.06","165.56"
"day-12-region-2","12","2","live","50.44","56.94","50.44","166.94"
"day-12-region-2","12","2","live","53.44","54.06","53.44","164.06"
"day-12-region-2","12","2","live","42.19","65.69","42.19","175.69"
"day-12-region-2","12","2","live","39.69","57.19","39.69","167.19"
"day-12-region-2","12","2","live","62.19","51.56","62.19","161.56"
"day-12-region-2","12","2","live","61.56","47.81","61.56","157.81"
"day-12-region-2","12","2","live","49.69","39.69","49.69","149.69"
"day-12-region-2","12","2","live","29.19","41.69","29.19","151.69"
"day-12-region-2","12","2","live","29.19","38.06","29.19","148.06"
"day-12-region-2","12","2","live","14.44","42.19","14.44","152.19"
"day-12-region-2","12","2","live","11.31","46.31","11.31","156.31"
"day-12-region-2","12","2","live","6.81","43.19","6.81","153.19"
"day-12-region-2","12","2","live","2.31","31.69","2.31","141.69"
"day-12-region-2","12","2","live","6.06","31.94","6.06","141.94"
"day-12-region-2","12","2","live","8.56","25.44","8.56","135.44"
"day-12-region-2","12","2","live","30.44","30.94","30.44","140.94"
"day-12-region-2","12","2","live","23.31","28.31","23.31","138.31"
"day-12-region-2","12","2","live","25.44","24.81","25.44","134.81"
"day-12-region-2","12","2","live","40.19","26.69","40.19","136.69"
"day-12-region-2","12","2","live","39.69","23.44","39.69","133.44"
"day-12-region-2","12","2","live","48.44","21.69","48.44","131.69"
"day-12-region-2","12","2","live","52.69","24.44","52.69","134.44"
"day-12-region-2","12","2","live","74.44","25.19","74.44","135.19"
"day-12-region-2","12","2","live","77.56","29.56","77.56","139.56"
"day-12-region-2","12","2","live","75.19","34.44","75.19","144.44"
"day-12-region-2","12","2","live","9.69","21.94","9.69","131.94"
"day-12-region-2","12","2","live","9.44","6.94","9.44","116.94"
"day-12-region-2","12","2","live","27.06","13.69","27.06","123.69"
"day-12-region-2","12","2","live","45.06","9.19","45.06","119.19"
"day-12-region-2","12","2","live","51.69","9.06","51.69","119.06"
"day-12-region-2","12","2","live","62.69","1.31","62.69","111.31"
"day-12-region-2","12","2","live","74.44","11.56","74.44","121.56"
"day-12-region-2","12","2","live","76.69","8.69","76.69","118.69"
"day-12-region-2","12","2","live","79.44","11.31","79.44","121.31"
"day-12-region-2","12","2","live","73.56","72.81","73.56","182.81"
"day-12-region-2","12","2","live","73.44","78.81","73.44","188.81"
"day-12-region-2","12","2","dead","87.44","71.94","87.44","181.94"
"day-12-region-2","12","2","dead","84.69","71.31","84.69","181.31"
"day-12-region-2","12","2","dead","80.31","64.06","80.31","174.06"
"day-12-region-2","12","2","dead","77.44","60.81","77.44","170.81"
"day-12-region-2","12","2","dead","48.94","58.81","48.94","168.81"
"day-12-region-2","12","2","dead","84.69","47.69","84.69","157.69"
"day-12-region-2","12","2","dead","3.81","60.44","3.81","170.44"
"day-12-region-2","12","2","dead","18.31","26.81","18.31","136.81"
"day-12-region-2","12","2","dead","58.69","0.56","58.69","110.56"
"day-12-region-2","12","2","dead","61.69","40.69","61.69","150.69"
"day-12-region-2","12","2","ambiguous","71.94","33.56","71.94","143.56"
